城市,行政区,楼宇名称,地址,楼宇性质,楼盘级别,入住日期,楼层,楼栋数,门洞数,租价,居住户数,入住人数,入住率,等候厅总数,等候厅媒体位,电梯总数,电梯媒体位,媒体位总数,大框数量,小框数量,受众描述,资源类型
北京,西城区,城市之光大厦,北京市西城区枣林前街119号,商住两用,AAA,20130701.0,16,1.0,1.0,93569.0,160.0,640.0,1.0,0.0,0.0,2,1.0,1.0,1.0,,,电梯框架
北京,西城区,岳峰园,西城区广安门内大街225号岳峰园三区,R-ap住宅,AAA,20001007.0,12,1.0,1.0,89000.0,108.0,432.0,1.0,0.0,0.0,2,1.0,1.0,1.0,,,电梯框架
北京,西城区,茗筑大厦,西城区 西站南路80号院茗筑大厦,商住两用,AAA,20070101.0,31,3.0,3.0,72000.0,420.0,1680.0,1.0,0.0,0.0,8,3.0,3.0,3.0,,,电梯框架
北京,西城区,（未来家园）,西城区半步桥44号院,R-ap住宅,AAA,19951001.0,24,2.0,3.0,120000.0,340.0,1360.0,1.0,0.0,0.0,4,3.0,3.0,3.0,,,电梯框架
北京,西城区,英嘉花园,西城区未英胡同49号英嘉花园,R-ap住宅,AAA,20010101.0,18,2.0,2.0,120000.0,176.0,704.0,1.0,0.0,0.0,4,4.0,4.0,4.0,,,电梯框架
北京,西城区,里仁街3号院,西城区里仁街3号里仁街3号院,R-ap住宅,AAA,20100205.0,17,2.0,2.0,122168.0,770.0,3080.0,1.0,0.0,0.0,4,4.0,4.0,4.0,,,电梯框架
北京,西城区,西罗园四区甲20和甲29号楼,马家堡东路四路通路33号,R-ap住宅,AAA,20010101.0,17,2.0,2.0,60000.0,248.0,992.0,1.0,0.0,0.0,4,4.0,4.0,4.0,,,电梯框架
北京,西城区,四合上院,西城区山西街6号院,R-ap住宅,AAA,20110301.0,10,5.0,46.0,160000.0,1508.0,6032.0,1.0,0.0,0.0,46,45.0,45.0,45.0,,,电梯框架
北京,通州区,蓝岛大厦,云景东路347号,写字楼,AAA,20061127.0,26,1.0,2.0,42177.0,300.0,1200.0,1.0,0.0,0.0,7,4.0,4.0,4.0,,,电梯框架
北京,通州区,东亚家园东区,北京市通州区湖亦路,R-ap住宅,AAA,20141201.0,13,4.0,10.0,28024.0,780.0,3120.0,1.0,0.0,0.0,15,10.0,10.0,10.0,,,电梯框架
北京,通州区,东亚家园西区,北京市通州区湖亦路,R-ap住宅,AAA,20141201.0,13,4.0,12.0,28000.0,930.0,3720.0,1.0,0.0,0.0,24,12.0,12.0,12.0,,,电梯框架
北京,通州区,摩卡空间,中山大街35号,R-ap住宅,AAA,20050601.0,17,4.0,14.0,58000.0,467.0,1868.0,1.0,0.0,0.0,20,12.0,12.0,12.0,,,电梯框架
北京,通州区,召里家园,召里家园,R-ap住宅,AAA,20051101.0,22,5.0,12.0,35000.0,1452.0,5808.0,1.0,0.0,0.0,24,24.0,24.0,24.0,,,电梯框架
北京,通州区,加华印象街,通州区通胡大街8号,R-ap住宅,AAA,20040531.0,11-21,13.0,59.0,55000.0,1826.0,7304.0,1.0,0.0,0.0,59,59.0,59.0,59.0,,,电梯框架
北京,顺义区,天竺悦城,花园西街与林荫路交叉路口,R-ap住宅,AAA,20150901.0,12,3.0,9.0,54125.0,320.0,1280.0,1.0,0.0,0.0,9,9.0,9.0,9.0,,,电梯框架
北京,顺义区,香花畦家园,北京市顺义区后沙峪镇东庄村香江北路1号,R-ap住宅,AAA,20070101.0,9,71.0,71.0,45000.0,1173.0,4692.0,1.0,0.0,0.0,71,68.0,68.0,68.0,,,电梯框架
北京,顺义区,枫泉花园,顺义区裕华路31号院,R-ap住宅,AAA,20051001.0,16,86.0,43.0,46000.0,2064.0,8256.0,1.0,0.0,0.0,43,86.0,86.0,86.0,,,电梯框架
北京,石景山区,景秀园,石景山区景阳东街67号院,R-ap住宅,AAA,20130601.0,30,3.0,6.0,48857.0,696.0,2784.0,1.0,0.0,0.0,12,6.0,6.0,6.0,,,电梯框架
北京,石景山区,地铁古城家园西区,八角北路与杨庄东街交叉口西北,R-ap住宅,AAA,20021201.0,25,4.0,4.0,35000.0,800.0,3200.0,1.0,0.0,0.0,8,6.0,6.0,6.0,,,电梯框架
北京,石景山区,地铁古城家园东区,八角北路与杨庄东街交叉口西北,R-ap住宅,AAA,20021201.0,24,3.0,3.0,35000.0,500.0,2000.0,1.0,0.0,0.0,6,6.0,6.0,6.0,,,电梯框架
北京,石景山区,枫景园,石景山区金顶北路59号枫景园,R-ap住宅,AAA,20090701.0,11-21,5.0,9.0,54000.0,580.0,2320.0,1.0,0.0,0.0,18,9.0,9.0,9.0,,,电梯框架
北京,石景山区,梧桐园,石景山区金顶北路18号院梧桐园,R-ap住宅,AAA,20090929.0,21,5.0,9.0,54000.0,530.0,2120.0,1.0,0.0,0.0,18,9.0,9.0,9.0,,,电梯框架
北京,石景山区,融景城西区,北京市石景山区景阳东街65-66号,R-ap住宅,AAA,20120601.0,20-30,7.0,14.0,65087.0,1200.0,4800.0,1.0,0.0,0.0,28,14.0,14.0,14.0,,,电梯框架
北京,石景山区,槐满园,石景山区金顶北路36号槐满园,R-ap住宅,AAA,20091201.0,21,6.0,15.0,54000.0,1550.0,6200.0,1.0,0.0,0.0,30,15.0,15.0,15.0,,,电梯框架
北京,石景山区,融景城东区,北京市石景山区景阳东街68号,R-ap住宅,AAA,20120601.0,20-30,8.0,16.0,65036.0,1300.0,5200.0,1.0,0.0,0.0,32,16.0,16.0,16.0,,,电梯框架
北京,石景山区,柳青园,石景山区金顶街3号柳青园,R-ap住宅,AAA,20091129.0,21,10.0,17.0,54000.0,1050.0,4200.0,1.0,0.0,0.0,35,17.0,17.0,17.0,,,电梯框架
北京,平谷区,都丽豪庭,平谷区新开街24-2号都丽豪廷,R-ap住宅,AAA,20060101.0,29,3.0,21.0,25822.0,1826.0,7304.0,1.0,0.0,0.0,35,21.0,21.0,21.0,,,电梯框架
北京,密云区,吉祥家园,密云区檀西路135号3吉祥家园,R-ap住宅,AAA,20110831.0,18,3.0,10.0,21567.0,399.0,1596.0,1.0,0.0,0.0,20,10.0,10.0,10.0,,,电梯框架
北京,密云区,首创禧悦府,新东路5号院,R-ap住宅,AAA,20190401.0,15,5.0,19.0,33000.0,1600.0,6400.0,1.0,0.0,0.0,30,19.0,19.0,19.0,,,电梯框架
北京,密云区,万科弗农小镇,密关路16号,R-ap住宅,AAA,20190401.0,10,8.0,19.0,20000.0,2400.0,9600.0,1.0,0.0,0.0,32,19.0,19.0,19.0,,,电梯框架
北京,密云区,通用博园,双燕街,R-ap住宅,AAA,20180901.0,8-10,12.0,46.0,28000.0,1680.0,6720.0,1.0,0.0,0.0,46,46.0,46.0,46.0,,,电梯框架
北京,门头沟区,北京华萃西山,苛罗坨北路2号院,R-ap住宅,AAA,20201201.0,6,8.0,28.0,45000.0,1000.0,4000.0,1.0,0.0,0.0,28,30.0,30.0,30.0,,,电梯框架
北京,海淀区,私摩大厦,海淀区法华寺路27号中央民族大学社区,写字楼,AAA,20040301.0,14,1.0,1.0,84619.0,255.0,1020.0,1.0,0.0,0.0,2,1.0,1.0,1.0,,,电梯框架
北京,海淀区,望河园4号,海淀区蓝靛厂南路9号观澜国际花园,R-ap住宅,AAA,20040101.0,17,1.0,1.0,90000.0,100.0,400.0,1.0,0.0,0.0,2,1.0,1.0,1.0,,,电梯框架
北京,海淀区,静淑东里,静淑东里一号,R-ap住宅,AAA,20000101.0,12,9.0,12.0,79000.0,994.0,3976.0,1.0,0.0,0.0,2,1.0,1.0,1.0,,,电梯框架
北京,海淀区,罗庄西里3.8.9号楼,北京市海淀区罗庄西里,R-ap住宅,AAA,20151001.0,18,3.0,3.0,103724.0,324.0,1296.0,1.0,0.0,0.0,6,1.0,1.0,1.0,,,电梯框架
北京,海淀区,豪柏国际,海淀区紫竹院路50号,R-ap住宅,AAA,20041201.0,17,2.0,4.0,99000.0,626.0,2504.0,1.0,0.0,0.0,8,3.0,3.0,3.0,,,电梯框架
北京,海淀区,嘉慧苑,紫竹院南路31号,写字楼,AAA,20000901.0,22,1.0,2.0,78000.0,114.0,456.0,1.0,0.0,0.0,4,4.0,4.0,4.0,,,电梯框架
北京,海淀区,清润家园,海淀区龙岗路3号,R-ap住宅,AAA,20100201.0,20,3.0,3.0,76000.0,680.0,2720.0,1.0,0.0,0.0,6,6.0,6.0,6.0,,,电梯框架
北京,海淀区,金融科贸大厦,上地三街与信息路红绿灯西北角,写字楼,AAA,20000401.0,8-12,1.0,3.0,98663.0,381.0,1524.0,1.0,0.0,0.0,4,6.0,6.0,6.0,,,电梯框架
北京,海淀区,华澳中心公寓,紫竹院路31号华澳中心,R-ap住宅,AAA,19990901.0,22,3.0,3.0,78000.0,522.0,2088.0,1.0,0.0,0.0,6,6.0,6.0,6.0,,,电梯框架
北京,海淀区,魏公村8号院,海淀区西三环北路2号,R-ap住宅,AAA,19981201.0,14,3.0,4.0,110000.0,670.0,2680.0,1.0,0.0,0.0,6,8.0,8.0,8.0,,,电梯框架
北京,海淀区,机械研究科学总院家属院,海淀区首体南路2号,R-ap住宅,AAA,20001101.0,12,2.0,5.0,111500.0,860.0,3440.0,1.0,0.0,0.0,5,10.0,10.0,10.0,,,电梯框架
北京,海淀区,西荣阁,海淀区彰化路138号,写字楼,AAA,20141012.0,12,5.0,5.0,48000.0,551.0,2204.0,1.0,0.0,0.0,9,15.0,15.0,15.0,,,电梯框架
北京,海淀区,北京印象,海淀区阜成路4号楼北京印象,商住两用,AAA,20090312.0,10,7.0,32.0,98000.0,2437.0,9748.0,1.0,0.0,0.0,32,16.0,16.0,16.0,,,电梯框架
北京,海淀区,中海雅园,海淀区北洼西街28号中海雅园(又一村路),R-ap住宅,AAA,20010601.0,10-20,17.0,17.0,96246.0,2700.0,10800.0,1.0,0.0,0.0,25,17.0,17.0,17.0,,,电梯框架
北京,海淀区,玉泉北里一区,北京市海淀区田村山南路与玉泉路交叉口,R-ap住宅,AAA,20001201.0,10-16,6.0,21.0,71000.0,815.0,3260.0,1.0,0.0,0.0,21,20.0,20.0,20.0,,,电梯框架
北京,海淀区,永旺家园1区,北京市海淀区永旺家园1区,R-ap住宅,AAA,20110105.0,14,8.0,40.0,44000.0,1260.0,5040.0,1.0,0.0,0.0,40,20.0,20.0,20.0,,,电梯框架
北京,海淀区,莱圳家园南区,北京市海淀区莱圳家园南区,R-ap住宅,AAA,20161101.0,15,9.0,22.0,100803.0,1079.0,4316.0,1.0,0.0,0.0,22,22.0,22.0,22.0,,,电梯框架
北京,海淀区,莱圳家园北区,北京市海淀区莱圳家园北区,R-ap住宅,AAA,20161101.0,17,7.0,25.0,100803.0,1500.0,6000.0,1.0,0.0,0.0,25,25.0,25.0,25.0,,,电梯框架
北京,海淀区,大牛坊二期,海淀区永丰路31号,R-ap住宅,AAA,20140601.0,10,6.0,48.0,44000.0,2391.0,9564.0,1.0,0.0,0.0,48,27.0,27.0,27.0,,,电梯框架
北京,海淀区,永旺家园4区,海淀区丰智东路1号,R-ap住宅,AAA,20110101.0,10,8.0,25.0,43000.0,930.0,3720.0,1.0,0.0,0.0,25,35.0,35.0,35.0,,,电梯框架
北京,海淀区,友谊嘉园一期,海淀区丰智东路11号,R-ap住宅,AAA,20121201.0,15,8.0,28.0,34000.0,848.0,3392.0,1.0,0.0,0.0,28,36.0,36.0,36.0,,,电梯框架
北京,海淀区,永旺家园2区,海淀区丰滢东路13号,R-ap住宅,AAA,20110105.0,10,7.0,24.0,44000.0,950.0,3800.0,1.0,0.0,0.0,24,38.0,38.0,38.0,,,电梯框架
北京,海淀区,上庄馨怡嘉园（海淀·嘉郡）,上庄镇上庄路与沙阳路交汇处向北700米,R-ap住宅,AAA,20160101.0,16,16.0,40.0,35000.0,1250.0,5000.0,1.0,0.0,0.0,80,40.0,40.0,40.0,,,电梯框架
北京,海淀区,友谊嘉园三期,海淀区丰智东路11号,R-ap住宅,AAA,20121201.0,14,8.0,37.0,34000.0,1400.0,5600.0,1.0,0.0,0.0,37,43.0,43.0,43.0,,,电梯框架
北京,海淀区,大牛坊一期,永大路与永丰路交汇处西南角,R-ap住宅,AAA,20140601.0,11-13,10.0,45.0,44000.0,2509.0,10036.0,1.0,0.0,0.0,45,44.0,44.0,44.0,,,电梯框架
北京,海淀区,友谊嘉园二期,海淀区丰智东路11号,R-ap住宅,AAA,20121201.0,15,8.0,44.0,34000.0,2088.0,8352.0,1.0,0.0,0.0,44,55.0,55.0,55.0,,,电梯框架
北京,海淀区,永旺家园5区,海淀区永丰路105号,R-ap住宅,AAA,20110105.0,10,9.0,37.0,47000.0,1298.0,5192.0,1.0,0.0,0.0,37,62.0,62.0,62.0,,,电梯框架
北京,海淀区,八家嘉园,海淀区月泉泉路16号,R-ap住宅,AAA,20141101.0,26,37.0,37.0,86147.0,3926.0,15704.0,1.0,0.0,0.0,74,74.0,74.0,74.0,,,电梯框架
北京,海淀区,西山华府禧园,马连洼,R-ap住宅,AAA,20081201.0,7,81.0,81.0,102801.0,1754.0,7016.0,1.0,0.0,0.0,81,80.0,80.0,80.0,,,电梯框架
北京,丰台区,璟莲馨苑,西城区马连道南街16号院太平里,写字楼,AAA,20010601.0,18,1.0,1.0,84000.0,144.0,576.0,1.0,0.0,0.0,3,1.0,1.0,1.0,,,电梯框架
北京,丰台区,金唐国际公寓（金唐小区）,丰台区六里桥南路16号金唐小区,R-ap住宅,AAA,20080501.0,24,1.0,1.0,50000.0,288.0,1152.0,1.0,0.0,0.0,3,1.0,1.0,1.0,,,电梯框架
北京,丰台区,康泽园一区,北京市丰台区南顶路99号康泽园小区,R-ap住宅,AAA,20001031.0,29,8.0,32.0,46000.0,1439.0,5756.0,1.0,0.0,0.0,2,1.0,1.0,1.0,,,电梯框架
北京,丰台区,开阳路三区21号楼,开阳路三区21号楼,R-ap住宅,AAA,20011101.0,24,1.0,1.0,65000.0,82.0,328.0,1.0,0.0,0.0,2,1.0,1.0,1.0,,,电梯框架
北京,丰台区,南三环中路2号楼,南三环中路,R-ap住宅,AAA,20010801.0,18,1.0,1.0,65000.0,120.0,480.0,1.0,0.0,0.0,2,1.0,1.0,1.0,,,电梯框架
北京,丰台区,华源新第13和14号楼,丰台区太平桥路222号华源新第,R-ap住宅,AAA,20000630.0,21-23,5.0,5.0,60000.0,576.0,2304.0,1.0,0.0,0.0,10,2.0,2.0,2.0,,,电梯框架
北京,丰台区,芳城园三区（甲18、乙19号楼）,丰台区芳城路3号芳城园(三区),R-ap住宅,AAA,19970630.0,25,2.0,2.0,75000.0,240.0,960.0,1.0,0.0,0.0,4,2.0,2.0,2.0,,,电梯框架
北京,丰台区,七里庄路4号院,丰台区七里庄路17号庄维多摩市小区(七里庄路),R-ap住宅,AAA,20001001.0,23,3.0,3.0,66138.0,524.0,2096.0,1.0,0.0,0.0,6,3.0,3.0,3.0,,,电梯框架
北京,丰台区,顺欣嘉园,丰台区顺五条11号,R-ap住宅,AAA,20010101.0,20,3.0,3.0,50000.0,180.0,720.0,1.0,0.0,0.0,6,3.0,3.0,3.0,,,电梯框架
北京,丰台区,金家村1号院,莲花桥东,R-ap住宅,AAA,19951201.0,20,2.0,2.0,65000.0,480.0,1920.0,1.0,0.0,0.0,4,3.0,3.0,3.0,,,电梯框架
北京,丰台区,博龙家园,丰台区小屯路2号,R-ap住宅,AAA,20041201.0,19,1.0,4.0,50000.0,400.0,1600.0,1.0,0.0,0.0,8,4.0,4.0,4.0,,,电梯框架
北京,丰台区,城市时尚,丰台区南顶路281号城市时尚家园,R-ap住宅,AAA,20031208.0,13,1.0,4.0,52391.0,350.0,1400.0,1.0,0.0,0.0,8,4.0,4.0,4.0,,,电梯框架
北京,丰台区,万科蓝,北京市丰台区万科蓝,R-ap住宅,AAA,20140801.0,22,2.0,4.0,72680.0,729.0,2916.0,1.0,0.0,0.0,8,4.0,4.0,4.0,,,电梯框架
北京,丰台区,芳群公寓,南三环东路27号院芳群公寓,商住两用,AAA,20100501.0,22,6.0,6.0,59816.0,800.0,3200.0,1.0,0.0,0.0,20,5.0,5.0,5.0,,,电梯框架
北京,丰台区,金通阳光苑二期,二通路26号院,R-ap住宅,AAA,20211108.0,20,4.0,5.0,48000.0,450.0,1800.0,1.0,0.0,0.0,10,5.0,5.0,5.0,,,电梯框架
北京,丰台区,安馨家苑,方庄南路15号,商住两用,AAA,20210525.0,24,4.0,4.0,67000.0,866.0,3464.0,1.0,0.0,0.0,8,6.0,6.0,6.0,,,电梯框架
北京,丰台区,民岳家园西区（梅市口小区）,丰台区梅市口路12号梅市口路甲12号院,R-ap住宅,AAA,19951201.0,20,1.0,7.0,74000.0,480.0,1920.0,1.0,0.0,0.0,14,7.0,7.0,7.0,,,电梯框架
北京,丰台区,首钢金璟阳光北区,璟煕路1号院,R-ap住宅,AAA,20230801.0,24,8.0,8.0,48000.0,564.0,2256.0,1.0,0.0,0.0,13,8.0,8.0,8.0,,,电梯框架
北京,丰台区,世华水岸B东区（光彩路70号院东区）,丰台区光彩路70号世华水岸(东区),R-ap住宅,AAA,20090601.0,8,4.0,10.0,62000.0,540.0,2160.0,1.0,0.0,0.0,10,9.0,9.0,9.0,,,电梯框架
北京,丰台区,京开西路69号院,北京市丰台区京开西路69号院,R-ap住宅,AAA,20210901.0,25,6.0,11.0,66000.0,726.0,2904.0,1.0,0.0,0.0,11,9.0,9.0,9.0,,,电梯框架
北京,丰台区,西府景园,丰台区梅市口路15号西府景园,R-ap住宅,AAA,20011201.0,23,6.0,13.0,57126.0,1100.0,4400.0,1.0,0.0,0.0,26,12.0,12.0,12.0,,,电梯框架
北京,丰台区,景蓝家园,丰台区大红门西路16-1号楼,R-ap住宅,AAA,20030301.0,8,3.0,13.0,54810.0,480.0,1920.0,1.0,0.0,0.0,26,13.0,13.0,13.0,,,电梯框架
北京,丰台区,金通阳光苑北区（二通路43号院）,二通路43号院,R-ap住宅,AAA,20200101.0,20,8.0,13.0,55000.0,920.0,3680.0,1.0,0.0,0.0,2,13.0,13.0,13.0,,,电梯框架
北京,丰台区,金通阳光苑南区（二通路45号院）,二通路45号院,R-ap住宅,AAA,20200101.0,28,8.0,15.0,55000.0,1150.0,4600.0,1.0,0.0,0.0,30,15.0,15.0,15.0,,,电梯框架
北京,丰台区,首钢金璟阳光南区,金璟北街2号院,R-ap住宅,AAA,20230801.0,22,15.0,15.0,48000.0,1480.0,5920.0,1.0,0.0,0.0,34,15.0,15.0,15.0,,,电梯框架
北京,丰台区,世华水岸B西区（光彩路70号院西区）,丰台区光彩路68号,R-ap住宅,AAA,20090601.0,8,4.0,19.0,62000.0,1200.0,4800.0,1.0,0.0,0.0,19,18.0,18.0,18.0,,,电梯框架
北京,丰台区,北京鼎立家园,丰台区右安门外大街56号,R-ap住宅,AAA,20070501.0,11,2.0,9.0,78000.0,788.0,3152.0,1.0,0.0,0.0,9,20.0,20.0,20.0,,,电梯框架
北京,丰台区,京投银泰万科西华府,北京市丰台区京投银泰万科西华府,R-ap住宅,AAA,20150501.0,27,8.0,20.0,71052.0,2087.0,8348.0,1.0,0.0,0.0,40,20.0,20.0,20.0,,,电梯框架
北京,丰台区,世华水岸C区（光彩路72号院）,丰台区光彩路72号世华水岸C区,R-ap住宅,AAA,20090601.0,14,5.0,23.0,67000.0,1600.0,6400.0,1.0,0.0,0.0,23,23.0,23.0,23.0,,,电梯框架
北京,丰台区,盛德东兴家园（东区）,鑫博路2号院,R-ap住宅,AAA,20161201.0,20,8.0,17.0,30000.0,800.0,3200.0,1.0,0.0,0.0,25,28.0,28.0,28.0,,,电梯框架
北京,丰台区,世华水岸F区（石榴乡南里66号）,丰台区南顶路307号世华水岸(F区),R-ap住宅,AAA,20090601.0,13,6.0,30.0,67000.0,1444.0,5776.0,1.0,0.0,0.0,30,30.0,30.0,30.0,,,电梯框架
北京,丰台区,盛德东兴家园（西区）,鑫博路1号院,R-ap住宅,AAA,20161201.0,20,11.0,18.0,30000.0,1000.0,4000.0,1.0,0.0,0.0,18,36.0,36.0,36.0,,,电梯框架
北京,丰台区,盛德东兴家园（南区）,鑫知街1号院,R-ap住宅,AAA,20161201.0,17,10.0,18.0,30000.0,800.0,3200.0,1.0,0.0,0.0,34,36.0,36.0,36.0,,,电梯框架
北京,房山区,金地朗悦yoyo派,阜盛东街60号院,写字楼,AAA,20141201.0,6,3.0,3.0,46000.0,65.0,260.0,1.0,0.0,0.0,6,3.0,3.0,3.0,,,电梯框架
北京,房山区,首创伊林郡,房山区行宫西街1号院,R-ap住宅,AAA,20140228.0,18,10.0,14.0,37500.0,1600.0,6400.0,1.0,0.0,0.0,28,14.0,14.0,14.0,,,电梯框架
北京,房山区,金地朗悦润园（四期）,文昌东路,R-ap住宅,AAA,20141201.0,7,12.0,27.0,46000.0,560.0,2240.0,1.0,0.0,0.0,27,16.0,16.0,16.0,,,电梯框架
北京,房山区,金地朗悦悦园（二期）,阜盛东街57号院,R-ap住宅,AAA,20141201.0,8,11.0,26.0,46000.0,540.0,2160.0,1.0,0.0,0.0,26,19.0,19.0,19.0,,,电梯框架
北京,房山区,金地朗悦朗园（一期）,阜盛东街59号院,R-ap住宅,AAA,20141201.0,8,18.0,39.0,46000.0,760.0,3040.0,1.0,0.0,0.0,39,25.0,25.0,25.0,,,电梯框架
北京,房山区,金地朗悦沁园（三期）,阜盛东街55号院,R-ap住宅,AAA,20141201.0,8,16.0,37.0,46000.0,745.0,2980.0,1.0,0.0,0.0,37,25.0,25.0,25.0,,,电梯框架
北京,房山区,芭蕾雨·悦都2期,房山区京良路100号,R-ap住宅,AAA,20120531.0,8,14.0,58.0,42200.0,1780.0,7120.0,1.0,0.0,0.0,58,35.0,35.0,35.0,,,电梯框架
北京,房山区,芭蕾雨·悦都1期,房山区京良路100号芭蕾雨·悦都,R-ap住宅,AAA,20121231.0,8,12.0,42.0,42000.0,1200.0,4800.0,1.0,0.0,0.0,42,38.0,38.0,38.0,,,电梯框架
北京,东城区,东中公寓,东中街46号院,R-ap住宅,AAA,19990401.0,8,1.0,2.0,97000.0,120.0,480.0,1.0,0.0,0.0,2,1.0,1.0,1.0,,,电梯框架
北京,东城区,安外甘水桥16号楼,北京市东城区安外甘水桥,R-ap住宅,AAA,19901001.0,14,1.0,1.0,111972.0,168.0,672.0,1.0,0.0,0.0,2,2.0,2.0,2.0,,,电梯框架
北京,东城区,鼎盛园,东城区永定门外街道鼎盛园,R-ap住宅,AAA,20040101.0,15,2.0,4.0,69128.0,272.0,1088.0,1.0,0.0,0.0,6,4.0,4.0,4.0,,,电梯框架
北京,东城区,聚龙花园小区,北京市东城区朝阳门外大街与工人体育场北路交叉口,R-ap住宅,AAA,20041101.0,16,1.0,2.0,83000.0,324.0,1296.0,1.0,0.0,0.0,4,4.0,4.0,4.0,,,电梯框架
北京,东城区,上舍园,北京市东城区北京上舍园,R-ap住宅,AAA,20080901.0,12,3.0,6.0,99719.0,465.0,1860.0,1.0,0.0,0.0,8,8.0,8.0,8.0,,,电梯框架
北京,东城区,前门东大街东区,北京市东城区前门东大街,R-ap住宅,AAA,19900901.0,13,6.0,9.0,127503.0,893.0,3572.0,1.0,0.0,0.0,9,8.0,8.0,8.0,,,电梯框架
北京,东城区,聚龙商务楼,北京市-东城区-新中街68号,写字楼,AAA,20041101.0,16,2.0,6.0,90000.0,288.0,1152.0,1.0,0.0,0.0,12,12.0,12.0,12.0,,,电梯框架
北京,大兴区,美利国际,大兴区庑殿路128号,写字楼,AAA,20110401.0,13,1.0,1.0,30000.0,145.0,580.0,1.0,0.0,0.0,2,2.0,2.0,2.0,,,电梯框架
北京,大兴区,易居国际,大兴区荣华中路5号院,写字楼,AAA,20121031.0,16,2.0,2.0,31203.0,424.0,1696.0,1.0,0.0,0.0,4,4.0,4.0,4.0,,,电梯框架
北京,大兴区,博客雅居,大兴区天华东路5号院博客雅居,R-ap住宅,AAA,20120404.0,17,1.0,2.0,45000.0,460.0,1840.0,1.0,0.0,0.0,4,4.0,4.0,4.0,,,电梯框架
北京,大兴区,北京经开尚庭,大兴区景园北街66号,写字楼,AAA,20100831.0,18,3.0,5.0,38770.0,684.0,2736.0,1.0,0.0,0.0,10,9.0,9.0,9.0,,,电梯框架
北京,大兴区,东晶国际公寓,大兴区天华北街19号东晶国际公寓,R-ap住宅,AAA,20021201.0,16,5.0,14.0,70976.0,1106.0,4424.0,1.0,0.0,0.0,14,14.0,14.0,14.0,,,电梯框架
北京,大兴区,亦城科创家园,北京市大兴区亦城科创家园,R-ap住宅,AAA,20160701.0,20,8.0,8.0,51000.0,1104.0,4416.0,1.0,0.0,0.0,16,14.0,14.0,14.0,,,电梯框架
北京,大兴区,海棠苑,北京市大兴区亦庄经济开发区海棠苑小区,R-ap住宅,AAA,20210301.0,23,5.0,10.0,56179.0,1360.0,5440.0,1.0,0.0,0.0,20,20.0,20.0,20.0,,,电梯框架
北京,大兴区,亦城文园,北京市大兴区亦城文园,R-ap住宅,AAA,20160701.0,14,6.0,16.0,29680.0,1200.0,4800.0,1.0,0.0,0.0,29,28.0,28.0,28.0,,,电梯框架
北京,大兴区,亦城景园,北京市大兴区亦城景园,R-ap住宅,AAA,20160701.0,16,8.0,19.0,29680.0,1748.0,6992.0,1.0,0.0,0.0,38,28.0,28.0,28.0,,,电梯框架
北京,大兴区,彩虹星园,大兴区黄村镇兴华园29号楼,R-ap住宅,AAA,20030901.0,19,77.0,81.0,50000.0,1400.0,5600.0,1.0,0.0,0.0,89,77.0,77.0,77.0,,,电梯框架
北京,朝阳区,柳芳北里23号楼,朝阳区西坝河南路8号柳芳北里(西区),R-ap住宅,AAA,19970701.0,18,1.0,1.0,62748.0,120.0,480.0,1.0,0.0,0.0,2,1.0,1.0,1.0,,,电梯框架
北京,朝阳区,龙都国际公寓,朝阳区大屯路273号安慧北里逸园,商住两用,AAA,20020801.0,26,1.0,1.0,65000.0,120.0,480.0,1.0,0.0,0.0,3,1.0,1.0,1.0,,,电梯框架
北京,朝阳区,和平街西苑,北京市朝阳区和平街西苑7号楼,R-ap住宅,AAA,19960701.0,20,1.0,1.0,93083.0,2294.0,9176.0,1.0,0.0,0.0,2,1.0,1.0,1.0,,,电梯框架
北京,朝阳区,松榆东里9号,北京市朝阳区松榆东里9号,R-ap住宅,AAA,19911001.0,18,1.0,1.0,85621.0,236.0,944.0,1.0,0.0,0.0,2,1.0,1.0,1.0,,,电梯框架
北京,朝阳区,潘家园东里20号,潘家园东里20号楼,R-ap住宅,AAA,19921001.0,18,1.0,1.0,62748.0,203.0,812.0,1.0,0.0,0.0,2,1.0,1.0,1.0,,,电梯框架
北京,朝阳区,左家庄北里10号楼,北京市朝阳区左家庄北里10号楼,R-ap住宅,AAA,19940801.0,18,1.0,1.0,62748.0,200.0,800.0,1.0,0.0,0.0,2,1.0,1.0,1.0,,,电梯框架
北京,朝阳区,静安里乙19号楼,北京市朝阳区静安里乙19号楼,R-ap住宅,AAA,20010801.0,18,1.0,1.0,85621.0,200.0,800.0,1.0,0.0,0.0,2,1.0,1.0,1.0,,,电梯框架
北京,朝阳区,呼家楼新苑2号楼,呼家楼新苑,R-ap住宅,AAA,20010801.0,20,1.0,1.0,70000.0,110.0,440.0,1.0,0.0,0.0,2,1.0,1.0,1.0,,,电梯框架
北京,朝阳区,安定路24号楼,东城区安定路30号楼,R-ap住宅,AAA,20000301.0,22,5.0,1.0,97000.0,120.0,480.0,1.0,0.0,0.0,2,2.0,2.0,2.0,,,电梯框架
北京,朝阳区,劲松嘉园,朝阳区广和南里二条16号院劲松嘉园,R-ap住宅,AAA,19970531.0,25,2.0,2.0,75000.0,220.0,880.0,1.0,0.0,0.0,64,2.0,2.0,2.0,,,电梯框架
