省（直辖市）,城市,播控形式,城市级别,行政区,商圈,点位名称,场景,位置,尺寸（宽*高）,面积,MR尺寸,时长（S）,轮播频次(次/天),周期,周客流（万）,120刊例价,180刊例价,地址,亮屏时间
北京,北京,数智播控,一线,朝阳,常营商圈,北京龙湖长楹天街,中庭,西区二层中庭,12*3.5,42.0,,15.0,,1,35.0,52800.0,70000.0,北京市朝阳区常通镇常通路2号院,9:50-22:10
北京,北京,数智播控,一线,朝阳,大望路商圈,北京合生汇购物中心,中庭,中庭,16*7,112.0,,15.0,,1,36.0,58800.0,78000.0,北京市朝阳区西大望路21号,9:50-22:10
北京,北京,数智播控,一线,朝阳,大望路商圈,北京金地广场,通道,一层滚梯上方,4.8*2.24,10.752,,15.0,,1,35.0,45000.0,60000.0,北京市朝阳区建国路91号,7:50-22:10
北京,北京,数智播控,一线,朝阳,青年路商圈,北京常营华联购物中心,中庭,东区中庭,9*7,63.0,,15.0,,1,28.0,52800.0,70000.0,北京市朝阳区朝阳北路17号,9:20-21:40
北京,北京,数智播控,一线,朝阳,青年路商圈,北京朝阳大悦城,中庭,四层中庭,8.445*4.86,41.09,,15.0,,1,39.0,58800.0,78000.0,北京市朝阳区朝阳北路101号,9:50-22:10
北京,北京,数智播控,一线,朝阳,望京商圈,北京望京新世界百货,中庭,中庭环廊（跨层）,5*10,50.0,,15.0,,1,28.0,45000.0,60000.0,北京市朝阳区广顺南大街16号院,9:50-22:10
北京,北京,数智播控,一线,朝阳,亚运村商圈,北京天虹百货新奥店,中庭,中庭,15*3,45.0,,15.0,,1,30.0,45000.0,60000.0,北京市朝阳区湖景东路9号,9:50-22:10
北京,北京,数智播控,一线,大兴,黄村商圈,北京大兴大悦春风里,中庭,F座中庭,14*7.5,105.0,,15.0,,1,26.0,37800.0,50000.0,北京市大兴区黄村镇黄村东大街38号院,9:50-22:10
北京,北京,数智播控,一线,大兴,黄村商圈,北京大兴绿地缤纷城,中庭,中庭,5.5*11.5,63.25,,15.0,,1,28.0,37800.0,50000.0,北京市大兴区黄村镇金星西路,9:50-22:10
北京,北京,数智播控,一线,大兴,旧宫商圈,北京旧宫万科广场（原北京住总万科广场）,中庭,B1层西侧中庭环廊,16*3,48.0,,15.0,,1,27.0,45000.0,60000.0,北京市大兴区忠凉路1号院,9:50-22:10
北京,北京,数智播控,一线,大兴,龙湖天街商圈,北京龙湖大兴天街,中庭,中庭,16*3,48.0,,15.0,,1,29.0,45000.0,60000.0,北京市大兴区永兴路7号院1号楼,9:50-22:10
北京,北京,数智播控,一线,大兴,亦庄商圈,北京亦庄华联购物中心,中庭,中庭,7*13,91.0,,15.0,,1,28.0,45000.0,60000.0,北京市北京经济技术开发区荣华中路8号院1号楼,9:50-22:10
北京,北京,数智播控,一线,东城,崇文门商圈,北京国瑞购物中心,中庭,北中庭观光梯,6*12,72.0,,15.0,,1,28.0,52800.0,70000.0,北京市东城区崇文门外大街18号(近西花市大街),9:50-22:10
北京,北京,数智播控,一线,东城,崇文门商圈,北京新世界百货（崇文店）,中庭,中庭,15*3,45.0,,15.0,,1,35.0,52800.0,70000.0,北京市东城区崇文门外大街3至5号,10：00-22：00
北京,北京,数智播控,一线,东城,王府井商圈,北京王府井喜悦购物中心,中庭,中庭,12*3,36.0,,15.0,,1,40.0,58800.0,78000.0,北京市东城区王府井大街301号,10:00-22:00
北京,北京,数智播控,一线,房山,良乡商圈,北京房山绿地缤纷城,中庭,中庭环廊处,6*11,66.0,,15.0,,1,28.0,37800.0,50000.0,北京市房山区天星街-绿地缤纷城,9:50-22:10
北京,北京,数智播控,一线,房山,良乡商圈,北京龙湖房山天街,中庭,C厅中庭观光梯,6*12,72.0,,15.0,,1,28.0,45000.0,60000.0,北京市房山区管委路与拱辰北大街交叉口,9:50-22:10
北京,北京,数智播控,一线,丰台,槐房万达广场商圈,北京万达广场（槐房店）,中庭,二层中庭,16*3,48.0,,15.0,,1,28.0,45000.0,60000.0,北京市丰台区南苑西路39号,9:50-22:10
北京,北京,数智播控,一线,海淀,北太平庄商圈,北京枫蓝国际购物中心,中庭,中庭,5.4*12.4,66.96,,15.0,,1,32.0,45000.0,60000.0,北京市海淀区西直门外大街32号,9:50-22:10
北京,北京,数智播控,一线,海淀,万寿路商圈,北京凯德晶品购物中心,中庭,二层中庭环廊,15*3,45.0,,15.0,,1,28.0,45000.0,60000.0,北京海淀区复兴路51号,9:50-22:10
北京,北京,数智播控,一线,海淀,远大路商圈,北京世纪金源购物中心,中庭,中庭观光梯,13*10,130.0,,15.0,,1,32.0,58800.0,78000.0,北京市海淀区远大路1号,9:50-22:10
北京,北京,数智播控,一线,石景山,鲁谷商圈,北京石景山万达,中庭,中庭观光梯,5.5*11,60.5,,15.0,,1,30.0,52800.0,70000.0,北京市石景山区石景山路乙18号,9:50-22:10
北京,北京,数智播控,一线,石景山,苹果园商圈,北京京西大悦城,中庭,中庭,6*16.5,99.0,,15.0,,1,50.0,52800.0,70000.0,北京市石景山区阜石路173号院1号楼,10:00-22:00
北京,北京,单点播控,一线,昌平,昌平商圈,北京悦荟,中庭,中庭，三层环廊（2块通投）,（5.1*2.8=14.28）*2,28.56,,15.0,180.0,1,28.0,,60000.0,北京市昌平区南环路10号,10:00-22:00
北京,北京,单点播控,一线,昌平,核心商圈,北京乐多港万达广场（户外）,户外,户外-南大屏,16*7.5,120.0,,15.0,180.0,1,42.0,,55000.0,北京市昌平区城南街道南口路29号,10:00-22:00
北京,北京,单点播控,一线,昌平,核心商圈,北京乐多港万达广场（街区）,街区,街区-北广场,7.8*4,31.0,,15.0,180.0,1,28.0,,40000.0,北京市昌平区城南街道南口路29号,10:00-22:00
北京,北京,单点播控,一线,朝阳,CBD商圈,北京世贸天阶,户外,户外屏,26.88*15.36,413.0,,15.0,120.0,1,50.0,1050000.0,,,
北京,北京,单点播控,一线,朝阳,CBD商圈,北京朝阳大悦城（户外）,户外,户外,27.84*15.36,428.0,,15.0,120.0,1,800.0,1000000.0,,北京市朝阳区朝阳北路101号,9:00-22:00
北京,北京,单点播控,一线,朝阳,CBD商圈,北京合生汇购物中心（户外）,户外,户外,21*18,378.0,,15.0,120.0,1,900.0,1200000.0,,北京市朝阳区西大望路21号,8:00-22:00
北京,北京,单点播控,一线,朝阳,CBD商圈,北京姚家园万象汇（户外）,户外,户外,9.92*7.36,73.0,,15.0,280.0,1,200.0,80000.0,,北京市朝阳区青年路35号,10:00-22:00
北京,北京,单点播控,一线,朝阳,常营商圈,龙湖北京长楹天街（户外）,户外,西3门,9.6*7,67.2,,15.0,,1,72.0,60000.0,100000.0,北京市朝阳区常通路1号院,10:00-22:00
北京,北京,单点播控,一线,朝阳,核心商圈,北京太阳宫凯德茂,室内,室内,50*2.4,120.0,,15.0,120.0,4,22.0,160000.0,,北京市朝阳区太阳宫中路12号,10:00-22:00
北京,北京,单点播控,一线,朝阳,三里屯商圈,北京三里屯SOHO,户外,通盈中心广场,40*5,200.0,,15.0,120.0,1,50.0,7080000.0,,北京市朝阳区三里屯1号通盈中心广场,10:00-22:00
北京,北京,单点播控,一线,朝阳,三里屯商圈,北京通盈中心,户外,"户外屏（附楼顶楼）
AB面转角","A面8.64*15.4
B面8.64*14.5",258.0,,15.0,120.0,1,420.0,5600000.0,,北京市朝阳区南三里屯1号,10:00-23:00
北京,北京,单点播控,一线,朝阳,双井商圈,北京富力广场,户外,户外屏,15.68*12.85,201.0,,15.0,120.0,1,60.0,1440000.0,,北京市朝阳区东三环中路63号,07:30-22:30
北京,北京,单点播控,一线,朝阳,望京商圈,北京望京凯德MALL,户外,户外,11.01×35.07,386.0,,15.0,120.0,1,50.0,1600000.0,,朝阳区广顺北大街，凯德Mall望京店,08:00-22:00
北京,北京,单点播控,一线,朝阳,姚家园商圈,北京姚家园万象汇,中庭,中庭,10*11.5,115.0,,15.0,120.0,1,20.0,50000.0,,北京市朝阳区青年路35号,10:00-22:00
北京,北京,单点播控,一线,朝阳,朝阳门商圈,北京悠唐购物中心,户外,户外,"21m(宽)x12m(高)=252m
15m(宽)x12m(高)=180m",432.0,,15.0,120.0,1,1050.0,760000.0,,北京市朝阳区朝阳门外大街三丰北里2号楼,9:00-22:30
北京,北京,单点播控,一线,大兴,龙湖天街商圈,北京龙湖大兴天街（户外）,户外,商场大门入口,14.2*10.8,154.0,,15.0,120.0,1,29.0,60000.0,,北京市大兴区永兴路7号院1号楼,10：00-23:00
北京,北京,单点播控,一线,大兴,西红门商圈,北京荟聚,中庭,一层主中庭,8*4.5,36.0,,15.0,120.0,4,40.0,400000.0,,北京市大兴区欣宁街15号,10:00-22:00
北京,北京,单点播控,一线,大兴,亦庄商圈,北京亦庄天街,中庭,一层中庭,5.44*2.88,16.0,,15.0,120.0,1,20.0,80000.0,,北京市亦庄经济开发区博兴八路与兴海路交叉口,10:00-22:00
北京,北京,单点播控,一线,东城,东直门商圈,北京来福士广场,户外,户外屏,16.128*9.984,161.0,,15.0,120.0,1,60.0,840000.0,,北京市东城区东直门南大街1号,07:00-22:00
北京,北京,单点播控,一线,东城,王府井商圈,北京工美大厦,户外,户外屏,17.02*10.75,183.0,,15.0,120.0,1,35.0,704000.0,,北京市东城区王府井大街200号,08:00-22:00
北京,北京,单点播控,一线,东城,王府井商圈,北京金宝汇购物中心,中庭,L1中庭,5.4*2.7,14.58,,15.0,120.0,1,40.0,120000.0,,北京市东城区金宝街88号,10:00-22:00
北京,北京,单点播控,一线,房山,房山商圈,北京熙悦天街,中庭,一层中庭环廊,9.6*2.88,28.0,,15.0,120.0,1,20.0,70000.0,,北京市房山区良乡东路与长于大街交汇处北侧,9:50-22:00
北京,北京,单点播控,一线,房山,长阳镇商圈,北京房山印象城（户外）,户外,户外,18.24*9.5,173.0,,15.0,288.0,1,25.0,,100000.0,北京市房山区广阳新路9号院1号楼,10:00-22:00
北京,北京,单点播控,一线,丰台,木樨园商圈,北京合生广场,户外,户外屏,18.24*7.48,136.0,,15.0,120.0,1,30.0,240000.0,,北京市丰台区果园8号,9:00-21:00
北京,北京,单点播控,一线,丰台,万达商圈,北京丰科万达广场,户外,户外,35.28*9.9,349.272,,15.0,120.0,1,180.0,1200000.0,,北京市丰台区丰科路6号,10:00-22:00
北京,北京,单点播控,一线,海淀,核心商圈,北京西三旗万象汇,中庭,室内连廊,9.48*2.37,22.5,,15.0,120.0,1,42.0,75000.0,,北京市海淀区建材城东路33号,10:00-22:00
北京,北京,单点播控,一线,海淀,华熙商圈,北京华熙live(五棵松店),户外,户外屏（中央广场）,19.2*10.8,207.36,,15.0,120.0,2,40.0,600000.0,,北京市海淀区复兴路69号,10:00-22:00
北京,北京,单点播控,一线,海淀,万象汇商圈,北京万象汇（清河店）,室内,"室内-西区通天柱
柱体屏4面（含顶部）",2.5*15=37.5*4,150.0,,15.0,120.0,1,40.0,100000.0,,北京市海淀区清河中街68号,10:00-22:00
北京,北京,单点播控,一线,海淀,中关村商圈,北京新中关购物中心,中庭,中庭观光梯,5.89*4.48,26.39,,15.0,,1,33.0,50000.0,70000.0,北京市海淀区中关村大街19号,11:00-21:00
北京,北京,单点播控,一线,海淀,中关村商圈,北京领展购物广场(中关村店),中庭,中庭,5mx10m,252.0,,15.0,120.0,1,28.0,40000.0,,北京市海淀区丹棱街甲1号,10:00-22:00
北京,北京,单点播控,一线,石景山,核心商圈,北京当代商场（鼎城店）（户外）,户外,外墙转角,29*10,290.0,,15.0,120.0,1,30.0,100000.0,,北京市石景山区阜石路165号,10:00-20:30
北京,北京,单点播控,一线,石景山,苹果园商圈,北京京西大悦城（户外）,户外,门头右侧,15*10,150.0,,15.0,180.0,1,50.0,,200000.0,北京市石景山区阜石路173号院1号楼,10:00-22:00
北京,北京,单点播控,一线,石景山,五棵松商圈,北京五棵松万达广场,中庭,中庭+扶梯,详见MR,1200.0,,15.0,240.0,1,35.0,,500000.0,北京市海淀区复兴路69号,10：00-23:00
北京,北京,单点播控,一线,西城,核心商圈,北京西单大悦城,中庭,大堂包柱LED,9.1*6.6,60.0,,15.0,120.0,1,70.0,500000.0,,北京市西城区西单北大街131号,10：00-22:00
北京,北京,单点播控,一线,西城,核心商圈,北京西单大悦城A,中庭,3F南中庭,11*8,88.0,,15.0,120.0,1,70.0,500000.0,,北京市西城区西单北大街131号,10：00-22:00
北京,北京,单点播控,一线,西城,西单商圈,北京老佛爷百货,户外,户外屏（西北角）,38.4*14.08,540.0,,15.0,120.0,1,50.0,1000000.0,,北京市西城区西单北大街110号,9:30-21:00
北京,北京,单点播控,一线,西城,西单商圈,北京西单更新场A,中庭,LG层光之中庭,5.76*2.4,13.824,,15.0,120.0,1,20.0,60000.0,,北京市西城区西单北大街180号,10:00-22:00
北京,北京,单点播控,一线,西城,西单商圈,北京西单更新场B,通道,M层地铁口,3.2*1.92,6.144,,15.0,120.0,1,25.0,40000.0,,北京市西城区西单北大街180号,10:00-22:00
北京,北京,单点播控,一线,亦庄,亦庄商圈,北京大族广场Mall&More,中庭,一层中庭环廊,6.72*3.84,25.8,,15.0,180.0,1,30.0,,90000.0,北京市大兴区荣华南路2号,10:00-22:00
北京,北京,单点播控,一线,门头沟,京西商圈,北京长安天街,中庭,一层中庭环廊,9*5,45.0,,15.0,120.0,1,25.0,50000.0,,北京市门头沟区新城大街,10:00-22:00
北京,北京,单点播控,一线,通州,万象汇商圈,北京通州万象汇,中庭,中庭,11.65*3.16,36.814,,15.0,180.0,1,30.0,,50000.0,北京市通州区运河东大街51号,10：00-22:00
北京,北京,单点播控,一线,延庆,核心商圈,北京延庆万达广场,中庭,中庭,12*3,36.0,,15.0,180.0,1,20.0,,40000.0,北京市延庆县庆园街59号,10:00-22:00
北京,北京,单点播控,一线,海淀区,万象汇商圈,北京西北旺万象汇,中庭,中庭,6.08*2.88,17.5104,,15.0,120.0,1,30.0,40000.0,,北京市海淀区马连洼街道德政路16号院,10：00-22:00
北京,北京,单点播控,一线,北京,核心商圈,北京沙河万达,中庭,中庭,12*3,36.0,,15.0,120.0,1,15.0,60000.0,,北京市昌平区乐业路101号,10:00-22:00
北京,北京,单点播控,一线,平谷,核心商圈,北京平谷万达,中庭,中庭,13.44*2.46,33.0624,,15.0,120.0,1,15.0,60000.0,,北京平谷区谷丰东路31号,10:00-22:00
北京,北京,单点播控,一线,朝阳区,CBD商圈,北京财富购物中心（户外）Z,户外,东门单屏,7.4*6.8,50.0,,15.0,120.0,1,25.0,100000.0,,北京市朝阳区东三环中路7号,07:30-21:30
北京,北京,单点播控,一线,朝阳区,CBD商圈,北京财富购物中心（户外）X,户外,西门单屏,7.4*6.8,50.0,,15.0,120.0,1,25.0,100000.0,,北京市朝阳区东三环中路7号,07:30-21:30
上海,上海,数智播控,一线,宝山,庙行/共康商圈,上海宝山万达,中庭,中庭,16*3,48.0,,15.0,,1,35.0,45000.0,60000.0,上海市宝山区一二八纪念路968号,9:50-22:10
上海,上海,数智播控,一线,虹口,北外滩/外白渡桥商圈,上海北外滩来福士,中庭,木星中庭,5*10,50.0,,15.0,,1,56.0,58800.0,78000.0,上海市虹口区东大名路1089号,9:50-22:10
上海,上海,数智播控,一线,虹口,虹口足球场商圈,上海虹口凯德商业中心,中庭,二楼连廊,10*3,30.0,,15.0,,1,40.0,52800.0,70000.0,上海市虹口区西江湾路388号,9:50-22:10
上海,上海,数智播控,一线,黄浦,南京东路商圈,上海世茂广场,中庭,中庭,14×3,42.0,,15.0,,1,60.0,58800.0,78000.0,上海市黄浦区南京东路829号,10:00-22:00
上海,上海,数智播控,一线,黄浦,新天地/马当路商圈,上海LuOne凯德晶萃广场,中庭,屏1：中庭，屏2：通道,7*3,21.0,,15.0,,1,28.0,52800.0,70000.0,上海市黄浦区徐家汇路268号,10:00-22:00
上海,上海,数智播控,一线,嘉定,嘉定新城商圈,上海中信泰富万达广场,中庭,中庭（嘉北庭）,16*3,48.0,,15.0,,1,30.0,45000.0,60000.0,上海市嘉定区胜辛路426号,9:50-22:10
上海,上海,数智播控,一线,嘉定,江桥商圈,上海江桥万达,中庭,中庭,16*3,48.0,,15.0,,1,35.0,45000.0,60000.0,上海市嘉定区金沙江西路1051弄,9:50-22:10
上海,上海,数智播控,一线,金山,金山卫商圈,上海金山万达,中庭,出入口（1号门）,16*3,48.0,,15.0,,1,40.0,45000.0,60000.0,上海市金山区龙皓路1088号,9:50-22:10
上海,上海,数智播控,一线,静安,大悦城商圈,上海静安大悦城,通道,南区7楼,5*7,35.0,,15.0,,1,30.0,58800.0,78000.0,上海市静安区西藏北路166号,9:50-22:10
上海,上海,数智播控,一线,闵行,浦江镇商圈,上海浦江万达,中庭,中庭（鲁南庭）,5*8,40.0,,15.0,,1,28.0,45000.0,60000.0,上海市闵行区鲁康路永跃路360号,9:50-22:10
上海,上海,数智播控,一线,普陀,长风公园/华师大商圈,上海长风大悦城,中庭,中庭,14*8,112.0,,15.0,,1,30.0,52800.0,70000.0,上海市普陀区大渡河路196号,9:50-22:10
上海,上海,数智播控,一线,青浦,青浦城区商圈,上海青浦万达茂,中庭,中庭（浦东庭）,16*3,48.0,,15.0,,1,30.0,45000.0,60000.0,上海市青浦区淀山湖大道851号,9:50-22:10
上海,上海,数智播控,一线,松江,松江万达广场商圈,上海松江万达,中庭,中庭,16*3,48.0,,15.0,,1,34.0,45000.0,60000.0,上海市松江区广富林路658号,9:50-22:10
上海,上海,数智播控,一线,杨浦,五角场商圈,上海百联又一城购物中心,出入口,出入口,11*7,77.0,,15.0,,1,40.0,52800.0,70000.0,上海市杨浦区淞沪路8号,9:50-22:10
上海,上海,数智播控,一线,杨浦,五角场商圈,上海五角场万达,中庭,中庭,16*3,48.0,,15.0,,1,70.0,52800.0,70000.0,上海市杨浦区淞沪路77号,9:50-22:10
上海,上海,数智播控,一线,长宁,淞虹路商圈,上海荟聚,中庭,中庭,10×2.5,25.0,,15.0,,1,42.0,52800.0,70000.0,上海市长宁区金钟路788号,10:00-22:00
上海,上海,数智播控,一线,浦东,金桥商圈,上海金桥太茂商业广场,中庭,中庭,16*3,48.0,,15.0,,1,22.0,37800.0,50000.0,上海市浦东新区金高路1882号,9:50-22:10
上海,上海,数智播控,一线,浦东,康桥/周浦商圈,上海周浦万达,中庭,中庭,16*3,48.0,,15.0,,1,40.0,45000.0,60000.0,上海市浦东新区年家浜路518号,9:50-22:10
上海,上海,数智播控,一线,浦东,三林商圈,上海东方懿德城,中庭,中庭,12*6.5,78.0,,15.0,,1,21.0,37800.0,50000.0,上海市浦东新区懿行路603号,9:50-22:10
上海,上海,单点播控,一线,宝山,宝杨商圈,上海宝杨宝龙广场,中庭,北中庭,6*3.2,19.2,,15.0,180.0,1,50.0,,60000.0,上海市宝山区同济路669号,10:00-22:09
上海,上海,单点播控,一线,宝山,顾村公园商圈,上海宝山龙湖天街,中庭,大中庭,8.96*4.46,39.96,,15.0,180.0,1,50.0,,80000.0,上海市宝山区顾村镇丹霞山路50弄,10:00-22:10
上海,上海,单点播控,一线,宝山,沪太路商圈,上海宝山日月光（户外）,户外,户外,18.02X11.3,204.0,,15.0,60.0,1,280.0,200000.0,,沪太路1933号（近江场西路）,10:00-22:00
上海,上海,单点播控,一线,虹口,北外滩商圈,上海白玉兰广场,中庭,LG1中庭,72.32*2.08,150.43,,15.0,120.0,4,35.0,640000.0,,上海市虹口区东长治路588号,10:00-22:00
上海,上海,单点播控,一线,虹口,瑞虹天地,上海瑞虹天地•月亮湾星星堂,中庭,中庭,10*8,80.0,,15.0,180.0,4,30.0,,400000.0,上海市虹口区瑞虹路188号,10:00-22:00
上海,上海,单点播控,一线,虹口,瑞虹天地,上海瑞虹天地太阳宫A,中庭,2楼中庭,11*5.625,61.875,,15.0,180.0,4,38.0,,400000.0,上海市虹口区瑞虹路181号,10:00-22:00
上海,上海,单点播控,一线,虹口,瑞虹天地,上海瑞虹天地太阳宫B,中庭,5楼中庭,7.68*4.86,37.32,,15.0,180.0,4,38.0,,400000.0,上海市虹口区瑞虹路181号,10:00-22:00
上海,上海,单点播控,一线,黄浦,打浦桥商圈,上海日月光购物中心,中庭,中庭,6.72**3.84,25.8,,15.0,120.0,1,43.0,40000.0,,上海市黄浦区徐家汇路618号,10:00-22:00
上海,上海,单点播控,一线,黄浦,淮海路商圈,上海广场,中庭,中庭,4*9,36.0,,15.0,180.0,1,40.0,,80000.0,上海市黄浦区淮海路138号,10:00-22:00
上海,上海,单点播控,一线,黄浦,淮海路商圈,上海香港广场,通道,南区B1通道,11.78*1.54,18.14,,15.0,180.0,1,30.0,,110000.0,上海市黄浦区淮海中路283号,10:00-22:00
上海,上海,单点播控,一线,黄浦,南京东路商圈,上海恒基名人购物广场,中庭,中庭,9*3,27.0,,15.0,180.0,1,30.0,,140000.0,上海市黄浦区南京东路300号,10:00-22:00
上海,上海,单点播控,一线,黄浦,南京东路商圈,上海宏伊国际广场（户外）,户外,户外,16.28m(W)×12.38m(H),202.0,,15.0,120.0,1,1000.0,600000.0,,上海市黄浦区南京东路299号,10:00-22:00
上海,上海,单点播控,一线,黄浦,人民广场/南京路商圈,上海新世界城,中庭,大中庭,6.4*3.04,19.45,,15.0,180.0,2,80.0,,200000.0,上海市黄浦区南京西路2-68号,10:00-22:00
上海,上海,单点播控,一线,黄浦,人民广场商圈,上海人民广场来福士,中庭,中庭,11.2*2.88,32.0,,15.0,,1,50.0,120000.0,150000.0,上海市黄浦区西藏中路268号,9:50-22:10
上海,上海,单点播控,一线,黄浦,人民广场商圈,上海人民广场来福士（户外）,户外,户外,14.6*11.1,162.0,,15.0,60.0,1,785.0,200000.0,,上海市黄浦区西藏中路268号,10:00-22:00
上海,上海,单点播控,一线,黄浦,人民广场商圈,上海世茂广场A屏+B屏（户外）,户外,西藏中路及九江路入口,2.99*5.3*2,31.69,,15.0,120.0,4,150.0,400000.0,,西藏中路及九江路入口,10:00-22:00
上海,上海,单点播控,一线,黄浦,外滩商圈,上海BFC外滩金融中心,中庭,南区中庭,4.3*2.4,10.32,,15.0,180.0,4,30.0,,400000.0,上海市黄浦区中山东二路600号,10:00-22:00
上海,上海,单点播控,一线,黄浦,西藏南路/世博会馆,上海博荟广场oneeast（A）,通道,B2地铁通道,7.296*3.264,23.81,,15.0,180.0,4,30.0,,240000.0,上海市黄浦区中山南一路788号,10:00-22:00
上海,上海,单点播控,一线,黄浦,西藏南路/世博会馆,上海博荟广场oneeast（B）,中庭,1楼中庭(2面屏),6.756*3.018*2,40.0,,15.0,180.0,4,30.0,,240000.0,上海市黄浦区中山南一路788号,10:00-22:00
上海,上海,单点播控,一线,黄浦,黄浦滨江商圈,上海黄浦绿地缤纷城（户外）,户外,正门外墙,12.6x8.4,105.84,,15.0,120.0,1,280.0,150000.0,,上海市黄浦区龙华中路打浦路,11:00-19:00
上海,上海,单点播控,一线,黄浦,南京路商圈,上海悦荟广场（南京东路店）,中庭,中庭,5.76*2.88,16.58,,15.0,,1,30.0,52800.0,70000.0,上海市黄浦区南京东路353号,10:00-22:00
上海,上海,单点播控,一线,嘉定,安亭商圈,上海嘉亭荟城市生活广场,户外,户外,6.4*3.84,24.58,,30.0,120.0,4,36.0,400000.0,,上海市嘉定区墨玉南路1055号,10:00-22:00
上海,上海,单点播控,一线,嘉定,南翔商圈,上海南翔印象城MEGA1F,中庭,鹤舞中庭1F,9.6*3.4,32.64,,15.0,120.0,4,39.0,480000.0,,上海市嘉定区陈翔公路2299号,10:00-22:01
上海,上海,单点播控,一线,嘉定,南翔商圈,上海南翔印象城MEGA2F,中庭,鹤鸣中庭2F,6.624*3.456,22.89,,15.0,120.0,4,39.0,480000.0,,上海市嘉定区陈翔公路2299号,10:00-22:02
上海,上海,单点播控,一线,静安,大宁商圈,上海大宁国际广场A,户外,中央广场,7.2*5.1,26.72,,15.0,120.0,1,50.0,100000.0,,上海市静安区共和新路1878号,10:00-22:00
上海,上海,单点播控,一线,静安,大宁商圈,上海大宁国际广场B,户外,5座南立面,10.24*3.84,39.32,,15.0,120.0,1,50.0,100000.0,,上海市静安区共和新路1878号,10:00-22:00
上海,上海,单点播控,一线,静安,大宁商圈,上海大宁久光中心,户外,中央户外,8.16*10.56,86.17,,15.0,180.0,1,50.0,,100000.0,上海市静安区共和新路2188号,10:00-22:00
上海,上海,单点播控,一线,静安,汉中路商圈,上海凯德星贸,中庭,中庭3屏联播,"A:6.656*1.792=12
B:3.328*1.792=6
C:2.43*1.372=3.4",21.4,,15.0,180.0,4,28.0,,80000.0,上海市静安区恒通路318号,10:00-22:00
上海,上海,单点播控,一线,静安,汉中路商圈,上海凯德星贸（户外）,户外,户外,15.48mX8.65m,,,15.0,60.0,1,28.0,200000.0,,上海市静安区恒通路318号,10:00-22:00
上海,上海,单点播控,一线,静安,静安寺商圈,上海晶品,出入口,愚园路入口,5.376*6.784,36.47,,15.0,180.0,1,34.0,,200000.0,上海市静安区愚园路68号,10:00-22:00
上海,上海,单点播控,一线,静安,静安不夜城商圈,上海静安大悦城（户外A）,户外,西藏中路与海宁路交汇处（北座）,17.7*10.5,186.0,,15.0,120.0,1,50.0,200000.0,,上海市静安区西藏北路166号,9:00-21:00
上海,上海,单点播控,一线,静安,静安不夜城商圈,上海静安大悦城（户外B）,户外,西藏中路（南座）,21.5*12.5,270.0,,15.0,120.0,1,30.0,200000.0,,上海市静安区西藏北路166号,9:00-21:00
上海,上海,单点播控,一线,静安,静安不夜城商圈,上海静安大悦城（户外C）,户外,曲阜路与文安路的交汇处,12*20,240.0,,15.0,120.0,1,50.0,150000.0,,上海市静安区西藏北路166号,9:00-21:00
上海,上海,单点播控,一线,闵行,虹桥枢纽购物商圈,上海龙湖虹桥天街,中庭,大中庭,13.176*3.416,45.0,,15.0,180.0,1,30.0,,100000.0,上海市闵行区申长路869号,10:00-22:00
上海,上海,单点播控,一线,闵行,老闵行商圈,上海闵行龙湖天街,中庭,主中庭,5.224*3.028,15.81,,15.0,180.0,1,50.0,,80000.0,上海市闵行区剑川路1000号,10:00-22:06
上海,上海,单点播控,一线,闵行,莲花路/南方商城,上海中庚漫游城A,户外,主入口户外,16*7,112.0,,15.0,120.0,4,35.0,100000.0,,上海市闵行区闵虹路8号,10:00-22:00
上海,上海,单点播控,一线,闵行,莲花路/南方商城,上海中庚漫游城B,中庭,中庭,8.064*5.376,43.0,,15.0,120.0,4,35.0,100000.0,,上海市闵行区闵虹路8号,10:00-22:00
上海,上海,单点播控,一线,闵行,马桥商圈,上海马桥万达广场,中庭,中庭,12.8*3.36,43.008,,15.0,180.0,1,28.0,,40000.0,上海市闵行区马桥镇富岩路121号,10:00-22:00
上海,上海,单点播控,一线,闵行,七宝商圈,上海七宝宝龙城,中庭,中庭,8.5*4.8,40.8,,15.0,180.0,1,30.0,,40000.0,上海市闵行区漕宝路3299号,10:00-22:00
上海,上海,单点播控,一线,闵行,七宝商圈,上海七宝宝龙城（户外）,户外,漕宝路户外大屏,12.8*6.4,81.92,,15.0,180.0,1,30.0,,40000.0,上海市闵行区漕宝路3299号,10:00-22:00
上海,上海,单点播控,一线,闵行,七宝商圈,上海七宝万科广场,中庭,中心广场1F,5.6*2.7,15.0,,15.0,120.0,4,50.0,200000.0,,上海市漕宝路3366号L115号,10:00-22:00
上海,上海,单点播控,一线,闵行,莘庄商圈,上海仲盛世界商城A,室内,1F通道处,7*2,14.0,,15.0,180.0,4,7.0,,120000.0,上海市闵行莘庄都市路5001号,10:00-22:03
上海,上海,单点播控,一线,闵行,莘庄商圈,上海仲盛世界商城B,室内,1F通道处,7*2,14.0,,15.0,180.0,4,7.0,,120000.0,上海市闵行莘庄都市路5001号,10:00-22:04
上海,上海,单点播控,一线,闵行,莘庄商圈,上海莘庄维璟印象城（户外）,户外,正门外墙,29.04x9.12,265.0,,15.0,60.0,1,280.0,200000.0,,上海市闵行区七莘路1507号,10:00-22:00
